F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
10374,10407,0.003179,0.016469,0.01733,212.97,0,0,0,0,1,0,0,-32.41,16.87,32.45,-18.47,0,0,0,0
10375,10376,0.000219,0.001156,0,0,0,0,0,0,1,0,0,49.01,10.17,-49.01,-10.14,0,0,0,0
10409,10375,0.001718,0.008422,0.00883,213.52,0,0,0,0,1,0,0,37.69,37.39,-37.64,-38.1,0,0,0,0
10375,10447,0.001693,0.00971,0.04065,240,0,0,0,0,1,0,0,-57.84,-23.63,57.9,19.64,0,0,0,0
10377,10406,0.001448,0.009554,0.00503,159.62,0,0,0,0,1,0,0,-5.09,-27.23,5.1,26.77,0,0,0,0
10377,10464,0.000463,0.002677,0.0054,233.6,0,0,0,0,1,0,0,-52.74,2.31,52.75,-2.8,0,0,0,0
10378,10379,0.000211,0.001155,0,0,0,0,0,0,1,0,0,50.93,12.16,-50.93,-12.13,0,0,0,0
13359,10378,0.00829,0.026659,0.02109,213.38,0,0,0,0,1,0,0,-28.34,7.47,28.41,-9.37,0,0,0,0
10380,10471,0.006361,0.027058,0.05504,189.03,0,0,0,0,1,0,0,-7.19,16.77,7.22,-22.39,0,0,0,0
10381,10382,0.000263,0.001074,0,0,0,0,0,0,1,0,0,-32.62,-8.33,32.62,8.35,0,0,0,0
10439,10382,0.001145,0.006265,0.00253,212.28,0,0,0,0,1,0,0,41.04,-5.72,-41.02,5.56,0,0,0,0
10441,10382,0.000933,0.006088,0.01283,174.7,0,0,0,0,1,0,0,-8.39,12.58,8.39,-13.91,0,0,0,0
10383,10384,0.000248,0.00109,0,0,0,0,0,0,1,0,0,54.49,37.11,-54.48,-37.07,0,0,0,0
10383,10436,0.002025,0.012223,0.04751,288.47,0,0,0,0,1,0,0,121.96,116.74,-121.42,-118.52,0,0,0,0
10385,10386,0.000246,0.001061,0,0,0,0,0,0,1,0,0,-41.22,-10.4,41.23,10.41,0,0,0,0
10387,10388,0.000268,0.001098,0,0,0,0,0,0,1,0,0,-41.23,-19.5,41.24,19.52,0,0,0,0
10387,10389,0.000292,0.001168,0,0,0,0,0,0,1,0,0,41.23,19.5,-41.22,-19.48,0,0,0,0
10398,10388,0.003303,0.02221,0.01072,243.35,0,0,0,0,1,0,0,87.45,21.19,-87.19,-20.59,0,0,0,0
10390,10449,0.002016,0.011094,0.02679,188.23,0,0,0,0,1,0,0,8.56,-4.48,-8.56,1.71,0,0,0,0
10390,10463,0.006427,0.032125,0.01454,214.33,0,0,0,0,1,0,0,-33.67,0.14,33.74,-1.3,0,0,0,0
10391,10392,0.000296,0.001149,0,0,0,0,0,0,1,0,0,25.47,2.39,-25.47,-2.38,0,0,0,0
10410,10391,0.00202,0.007773,0.00413,199.13,0,0,0,0,1,0,0,12.86,-17.89,-12.85,17.5,0,0,0,0
10391,10465,0.003729,0.024671,0.02977,210.8,0,0,0,0,1,0,0,-29.06,-22.85,29.1,20.06,0,0,0,0
10415,10393,0.000269,0.001878,0.00336,270.32,0,0,0,0,1,0,0,45.04,34.38,-45.04,-34.67,0,0,0,0
10416,10393,0.001116,0.006381,0.00207,240,0,0,0,0,1,0,0,-7.05,-30.07,7.06,29.92,0,0,0,0
10449,10394,0.001086,0.005888,0.0095,267.11,0,0,0,0,1,0,0,128.49,-9.91,-128.32,9.86,0,0,0,0
10394,10461,0.002719,0.020387,0.0314,251.44,0,0,0,0,1,0,0,90.34,-19.52,-90.12,17.93,0,0,0,0
10395,10420,0.002181,0.010935,0.02783,229.47,0,0,0,0,1,0,0,-58.16,-14.68,58.23,12.05,0,0,0,0
10395,10428,0.001237,0.00608,0.00124,270.74,0,0,0,0,1,0,0,9.67,-3.09,-9.67,2.96,0,0,0,0
10396,10409,0.000673,0.003959,0.00601,293.55,0,0,0,0,1,0,0,168.88,34.5,-168.7,-34.05,0,0,0,0
10396,10409,0.000673,0.003959,0.00601,293.55,0,0,0,0,1,0,0,168.88,34.5,-168.7,-34.05,0,0,0,0
10396,10409,0.000673,0.003959,0.00601,293.55,0,0,0,0,1,0,0,168.88,34.5,-168.7,-34.05,0,0,0,0
10396,10409,0.000673,0.003959,0.00601,293.55,0,0,0,0,1,0,0,168.88,34.5,-168.7,-34.05,0,0,0,0
10460,10396,0.001254,0.008606,0.00519,303.18,0,0,0,0,1,0,0,181.4,39.07,-181.01,-36.91,0,0,0,0
10460,10396,0.001254,0.008606,0.00519,303.18,0,0,0,0,1,0,0,181.4,39.07,-181.01,-36.91,0,0,0,0
10460,10396,0.001254,0.008606,0.00519,303.18,0,0,0,0,1,0,0,181.4,39.07,-181.01,-36.91,0,0,0,0
10460,10396,0.001254,0.008606,0.00519,303.18,0,0,0,0,1,0,0,181.4,39.07,-181.01,-36.91,0,0,0,0
10399,10400,0.000227,0.001157,0,0,0,0,0,0,1,0,0,32.07,7.23,-32.07,-7.22,0,0,0,0
10399,10401,0.000246,0.001012,0,0,0,0,0,0,1,0,0,-32.07,-7.23,32.07,7.24,0,0,0,0
10402,10403,0.000228,0.001178,0,0,0,0,0,0,1,0,0,-32.07,-11.05,32.07,11.06,0,0,0,0
10402,10404,0.000288,0.001067,0,0,0,0,0,0,1,0,0,32.07,11.05,-32.07,-11.04,0,0,0,0
10402,10405,0.000214,0.001014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10406,10431,0.000652,0.003828,0.00227,213.5,0,0,0,0,1,0,0,-38.63,-35.38,38.65,35.24,0,0,0,0
10407,10437,0.000362,0.002,0.01358,237.17,0,0,0,0,1,0,0,-65.99,2.78,66,-4.12,0,0,0,0
10408,10409,0.001022,0.005988,0.00244,290.78,0,0,0,0,1,0,0,-117.12,-22.46,117.26,23,0,0,0,0
10410,10452,0.001039,0.00607,0.00424,239.94,0,0,0,0,1,0,0,-65.43,-5.15,65.47,4.97,0,0,0,0
10411,10428,0.001126,0.00489,0.0029,400,0,0,0,0,1,0,0,-105.32,-81.88,105.5,82.39,0,0,0,0
10412,10413,0.000213,0.00108,0,0,0,0,0,0,1,0,0,61.37,11.25,-61.36,-11.21,0,0,0,0
10466,10412,0.00458,0.019806,0.00686,219.92,0,0,0,0,1,0,0,-43.33,-16.66,43.42,16.34,0,0,0,0
10412,10729,0.005551,0.033239,0.06044,257.34,0,0,0,0,1,0,0,-104.79,-27.59,105.4,24.73,0,0,0,0
10415,10414,0.000783,0.03203,0,537.76,0,0,1,0,1,0,0,-271.15,-14.9,271.71,37.76,0,0,0,0
10735,10414,0.001028,0.011157,0.23075,1312.55,0,0,0,0,1,0,0,371.73,124.52,-370.26,-133.22,0,0,0,0
10414,10838,0.000651,0.007215,0.16126,1170.38,0,0,0,0,1,0,0,-144.8,-95.54,144.97,80.38,0,0,0,0
10416,10475,0.004547,0.027115,0.02771,224.59,0,0,0,0,1,0,0,-46.97,-3.41,47.07,1.14,0,0,0,0
10417,10463,0.005311,0.036203,0.01453,253.18,0,0,0,0,1,0,0,-94.91,4.08,95.37,-2.43,0,0,0,0
10418,10419,0.000294,0.001156,0,0,0,0,0,0,1,0,0,43.9,15.17,-43.9,-15.15,0,0,0,0
10418,10490,0.007262,0.030455,0.03023,226.92,0,0,0,0,1,0,0,-51.19,19.13,51.41,-21.38,0,0,0,0
10421,10420,0.002995,0.016351,0.00432,243.2,0,0,0,0,1,0,0,-76.79,-19.35,76.97,19.84,0,0,0,0
10420,10460,0.000944,0.005131,0.00257,413.86,0,0,0,0,1,0,0,-176.41,-54.05,176.7,55.39,0,0,0,0
10477,10421,0.002559,0.016063,0.0076,215.31,0,0,0,0,1,0,0,-35.55,-13.93,35.59,13.34,0,0,0,0
10422,10423,0.000247,0.001092,0,0,0,0,0,0,1,0,0,38.99,8.11,-38.99,-8.09,0,0,0,0
10424,10425,0.000239,0.001184,0,0,0,0,0,0,1,0,0,38.99,9.11,-38.99,-9.09,0,0,0,0
10450,10424,0.003922,0.025794,0.01319,280.44,0,0,0,0,1,0,0,98.22,-7.2,-97.85,8.24,0,0,0,0
10450,10424,0.003922,0.025794,0.01319,280.44,0,0,0,0,1,0,0,98.22,-7.2,-97.85,8.24,0,0,0,0
10424,10452,0.000985,0.007714,0.00558,257.24,0,0,0,0,1,0,0,99.15,-6.93,-99.05,7.09,0,0,0,0
10488,10426,0.002843,0.020172,0.01125,210.89,0,0,0,0,1,0,0,29.11,-0.8,-29.08,-0.24,0,0,0,0
10426,10489,0.00217,0.012023,0.00595,215.36,0,0,0,0,1,0,0,-33.08,49.75,33.15,-49.97,0,0,0,0
10428,10427,0.000547,0.024233,0,483.76,0,0,1.05625,0,1,0,0,-207.34,-121.21,207.67,135.73,0,0,0,0
10427,10429,0.000277,0.001081,0,0,0,0,0,0,1,0,0,62.17,12.82,-62.16,-12.77,0,0,0,0
10427,10728,0.000673,0.008765,0.28884,1263.14,0,0,0,0,1,0,0,-308.11,-35.18,308.73,13.52,0,0,0,0
10428,10447,0.00041,0.00331,0.00094,316.94,0,0,0,0,1,0,0,111.51,35.86,-111.46,-35.54,0,0,0,0
10430,10431,0.00028,0.001078,0,0,0,0,0,0,1,0,0,-42.51,44.89,42.52,-44.86,0,0,0,0
10433,10432,0.000265,0.019062,0,509.57,0,0,1.0125,0,1,0,0,-239.35,-52.59,239.5,63.57,0,0,0,0
10432,10462,0.000596,0.007225,0.20622,1372.69,0,0,0,0,1,0,0,473.5,99.09,-472.18,-104.86,0,0,0,0
10432,10701,0.002754,0.036539,0.6771,1337.31,0,0,0,0,1,0,0,-430.03,9.23,434.85,-17.87,0,0,0,0
10432,10735,0.00055,0.006436,0.19102,1263.59,0,0,0,0,1,0,0,-282.98,-171.88,283.53,157.69,0,0,0,0
10434,10433,0.002516,0.01212,0.00302,276.83,0,0,0,0,1,0,0,-178.21,-18.81,178.98,22.17,0,0,0,0
10498,10433,0.004535,0.033548,0.02311,188.28,0,0,0,0,1,0,0,-5.59,-25.08,5.61,22.82,0,0,0,0
10434,10475,0.006214,0.025813,0.0251,265.37,0,0,0,0,1,0,0,125.04,13.42,-124.11,-12.17,0,0,0,0
10999,10435,0.005199,0.028418,0.03445,249.99,0,0,0,0,1,0,0,93.65,4.96,-93.22,-6.27,0,0,0,0
10436,10437,0.000511,0.002363,0.0014,301.41,0,0,0,0,1,0,0,153.75,44.77,-153.63,-44.34,0,0,0,0
10437,10438,0.000216,0.00112,0,0,0,0,0,0,1,0,0,43.64,10.27,-43.64,-10.24,0,0,0,0
10437,10454,0.001121,0.007962,0.00172,219.74,0,0,0,0,1,0,0,43.98,38.19,-43.95,-38.11,0,0,0,0
10441,10440,0.002631,0.014219,0.00704,216.15,0,0,0,0,1,0,0,-30.48,26.93,30.53,-27.44,0,0,0,0
10471,10440,0.001882,0.014423,0.02237,252.43,0,0,0,0,1,0,0,85.75,-24.61,-85.6,23.39,0,0,0,0
10441,10495,0.007687,0.048842,0.03824,203.9,0,0,0,0,1,0,0,-16.2,18.78,16.25,-22.43,0,0,0,0
10442,10443,0.000233,0.001189,0,0,0,0,0,0,1,0,0,-40.3,-12.76,40.3,12.78,0,0,0,0
10442,10444,0.000238,0.001011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10456,10443,0.00875,0.057484,0.0173,208.97,0,0,0,0,1,0,0,7.84,-15.68,-7.82,14.06,0,0,0,0
10443,10471,0.006951,0.033748,0.09017,226.18,0,0,0,0,1,0,0,43.32,-20.21,-43.17,11.57,0,0,0,0
10495,10443,0.006587,0.035772,0.01744,239.91,0,0,0,0,1,0,0,-65.23,7.56,65.51,-7.85,0,0,0,0
10443,10759,0.008909,0.056395,0.05916,269.11,0,0,0,0,1,0,0,-141.31,1.21,143.04,3.52,0,0,0,0
10445,10446,0.000202,0.001087,0,0,0,0,0,0,1,0,0,-59.73,-15.82,59.74,15.86,0,0,0,0
10446,10458,0.001497,0.009459,0.00313,336.64,0,0,0,0,1,0,0,-192.33,-29.94,192.86,32.96,0,0,0,0
10447,10448,0.000246,0.001125,0,0,0,0,0,0,1,0,0,53.56,15.9,-53.55,-15.86,0,0,0,0
10449,10463,0.001167,0.007063,0.00586,275.82,0,0,0,0,1,0,0,-167.71,3.41,168.03,-2.11,0,0,0,0
10450,10451,0.000296,0.00117,0,0,0,0,0,0,1,0,0,47.79,18.85,-47.78,-18.82,0,0,0,0
10463,10450,0.000951,0.006289,0.00759,292.48,0,0,0,0,1,0,0,113.85,-1.98,-113.74,1.98,0,0,0,0
10463,10450,0.000951,0.006289,0.00759,292.48,0,0,0,0,1,0,0,113.85,-1.98,-113.74,1.98,0,0,0,0
10463,10450,0.000951,0.006289,0.00759,292.48,0,0,0,0,1,0,0,113.85,-1.98,-113.74,1.98,0,0,0,0
10490,10450,0.003576,0.023457,0.01129,254.2,0,0,0,0,1,0,0,-96.67,11.35,96.99,-10.37,0,0,0,0
10452,10483,0.002111,0.009696,0.00779,212.55,0,0,0,0,1,0,0,-30.38,40.8,30.43,-41.36,0,0,0,0
10453,10454,0.000246,0.001004,0,0,0,0,0,0,1,0,0,-50.33,-14.91,50.33,14.93,0,0,0,0
10453,10455,0.000288,0.001058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10456,11037,0.01053,0.073254,0.03267,247.61,0,0,0,0,1,0,0,-66.83,-9.57,67.29,9.47,0,0,0,0
11037,10457,0.009955,0.077225,0.04506,213.66,0,0,0,0,1,0,0,81.48,-12.98,-80.84,13.26,0,0,0,0
10458,10460,0.002205,0.011595,0.00673,283.12,0,0,0,0,1,0,0,-87.66,-15.42,87.82,15.54,0,0,0,0
10458,10460,0.002205,0.011595,0.00673,283.12,0,0,0,0,1,0,0,-87.66,-15.42,87.82,15.54,0,0,0,0
10458,10460,0.002205,0.011595,0.00673,283.12,0,0,0,0,1,0,0,-87.66,-15.42,87.82,15.54,0,0,0,0
10460,10459,0.000165,0.010577,0,650.11,0,0,1.025,0,1,0,0,-311.87,88.56,312.03,-77.83,0,0,0,0
10460,10459,0.000165,0.010577,0,650.11,0,0,1.025,0,1,0,0,-311.87,88.56,312.03,-77.83,0,0,0,0
10460,10459,0.000165,0.010577,0,800,0,0,1.1,0,1,0,0,-300.32,-539.61,301.02,584.46,0,0,0,0
10460,10459,0.000165,0.010577,0,650.11,0,0,1.025,0,1,0,0,-311.87,88.56,312.03,-77.83,0,0,0,0
10468,10459,0.000589,0.007062,0.11102,1031.53,0,0,0,0,1,0,0,7.39,51.73,-7.38,-62.86,0,0,0,0
10459,10728,0.000884,0.011376,0.23272,1226.5,0,0,0,0,1,0,0,-270.72,-58.36,271.37,42.87,0,0,0,0
10459,10893,0.001652,0.023343,0.74282,1337.32,0,0,0,0,1,0,0,-463.7,-131.04,467.32,103.91,0,0,0,0
10459,11075,0.00344,0.04602,1.64956,1472.07,0,0,0,0,1,0,0,-587.21,-35.29,598.92,18.26,0,0,0,0
10463,10462,0.000287,0.014033,0,641.96,0,0,1,0,1,0,0,-264.27,-6.89,264.46,16.31,0,0,0,0
10463,10462,0.000287,0.014033,0,641.96,0,0,1,0,1,0,0,-264.27,-6.89,264.46,16.31,0,0,0,0
10463,10462,0.000287,0.014033,0,641.96,0,0,1,0,1,0,0,-264.27,-6.89,264.46,16.31,0,0,0,0
10462,10468,0.000602,0.006787,0.23886,1062.79,0,0,0,0,1,0,0,-70.12,131.69,70.26,-154.79,0,0,0,0
10463,10486,0.005133,0.022939,0.01145,250.94,0,0,0,0,1,0,0,89.63,15.42,-89.22,-14.78,0,0,0,0
10464,10469,0.001855,0.008111,0.00284,255.34,0,0,0,0,1,0,0,-94.1,-12.25,94.26,12.65,0,0,0,0
10469,10465,0.000999,0.007294,0.00917,240.18,0,0,0,0,1,0,0,71.3,37.59,-71.23,-38.1,0,0,0,0
10466,10502,0.007696,0.04657,0.03128,185.2,0,0,0,0,1,0,0,9.78,11.57,-9.76,-14.71,0,0,0,0
10469,10468,0.000622,0.033417,0,501.69,0,0,1.0375,0,1,0,0,-224.14,-57.86,224.48,76.14,0,0,0,0
10468,10708,0.002939,0.032966,1.42932,1533.44,0,0,0,0,1,0,0,-647.97,-24.41,660.04,9.37,0,0,0,0
10470,10471,0.000229,0.001134,0,0,0,0,0,0,1,0,0,-36.63,-3.01,36.63,3.02,0,0,0,0
10470,10472,0.000294,0.001003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10496,10471,0.004128,0.027136,0.01848,250.2,0,0,0,0,1,0,0,86.76,-32.07,-86.42,32.41,0,0,0,0
10473,10474,0.000257,0.001019,0,0,0,0,0,0,1,0,0,36.63,6.46,-36.63,-6.44,0,0,0,0
13668,10476,0.006195,0.036348,0.01995,257.31,0,0,0,0,1,0,0,108.79,-7.02,-108.09,9.03,0,0,0,0
10484,10477,0.001384,0.007965,0.00467,207.63,0,0,0,0,1,0,0,-23.63,9.12,23.63,-9.57,0,0,0,0
10505,10477,0.004095,0.020723,0.01663,204.89,0,0,0,0,1,0,0,20.71,-13.8,-20.69,12.15,0,0,0,0
10478,10479,0.000215,0.001033,0,0,0,0,0,0,1,0,0,30.9,10.76,-30.9,-10.75,0,0,0,0
10478,10480,0.000203,0.001168,0,0,0,0,0,0,1,0,0,-30.9,-10.76,30.9,10.77,0,0,0,0
10480,10481,0.001002,0.00416,0.00214,227.98,0,0,0,0,1,0,0,52.41,-18.78,-52.38,18.67,0,0,0,0
10480,10952,0.006224,0.032637,0.03354,246.69,0,0,0,0,1,0,0,-83.31,8.01,83.73,-9.4,0,0,0,0
10481,10482,0.000285,0.001156,0,0,0,0,0,0,1,0,0,30.9,2.32,-30.9,-2.31,0,0,0,0
10484,10481,0.003017,0.01271,0.00771,204.16,0,0,0,0,1,0,0,-21.46,20.28,21.48,-20.99,0,0,0,0
10483,10485,0.003442,0.012485,0.00853,193.95,0,0,0,0,1,0,0,-11.4,20.31,11.42,-21.12,0,0,0,0
10483,10866,0.008139,0.044779,0.0344,239.25,0,0,0,0,1,0,0,-68.74,5.02,69.12,-6.49,0,0,0,0
10486,10485,0.004141,0.024561,0.0106,235.51,0,0,0,0,1,0,0,57.85,-6.92,-57.71,6.65,0,0,0,0
10485,10492,0.000622,0.003542,0.00094,189.37,0,0,0,0,1,0,0,-12.15,7.66,12.15,-7.75,0,0,0,0
10487,10492,0.001345,0.009265,0.00689,225.53,0,0,0,0,1,0,0,49.58,1.86,-49.55,-2.34,0,0,0,0
10487,10502,0.005577,0.037364,0.01987,181.39,0,0,0,0,1,0,0,3.81,-15.06,-3.8,13.09,0,0,0,0
10487,10801,0.006783,0.045105,0.05282,248.32,0,0,0,0,1,0,0,-84.76,-3.14,85.24,0.85,0,0,0,0
10504,10488,0.003788,0.02544,0.0269,238.95,0,0,0,0,1,0,0,68.54,16.45,-68.36,-18.14,0,0,0,0
10490,10491,0.000233,0.001052,0,0,0,0,0,0,1,0,0,45.26,10.04,-45.25,-10.02,0,0,0,0
10493,10494,0.000285,0.001154,0,0,0,0,0,0,1,0,0,9.47,1.37,-9.47,-1.36,0,0,0,0
10493,13368,0.053727,0.339944,0.11106,189.6,0,0,0,0,1,0,0,0.14,-6.12,-0.14,-5.81,0,0,0,0
10493,13376,0.008817,0.052775,0.04436,231.36,0,0,0,0,1,0,0,-44.37,12.05,44.54,-15.73,0,0,0,0
13664,10493,0.006106,0.040239,0.01917,216.25,0,0,0,0,1,0,0,-34.68,5.7,34.75,-7.3,0,0,0,0
10496,10497,0.000274,0.001183,0,0,0,0,0,0,1,0,0,48.99,16.4,-48.98,-16.37,0,0,0,0
10496,10805,0.022202,0.097159,0.16158,268.95,0,0,0,0,1,0,0,-135.75,15.67,139.86,-14.53,0,0,0,0
10498,10501,0.000108,0.00376,0,275.23,0,0,1,0,1,0,0,52.11,13.8,-52.11,-13.7,0,0,0,0
10967,10498,0.042251,0.19018,0.05793,222.53,0,0,0,0,1,0,0,47.48,-13.08,-46.52,11.28,0,0,0,0
10499,10501,0.002186,0.07624,0,137.62,0,0,1,0,1,0,0,-1.68,-0.56,1.68,0.56,0,0,0,0
10500,10501,0.002186,0.07624,0,137.62,0,0,1,0,1,0,0,-50.37,-11.17,50.43,13.13,0,0,0,0
10503,10510,0.003652,0.01361,0.07819,180.63,0,0,0,0,1,0,0,5.38,3.29,-5.38,-11.54,0,0,0,0
10503,10512,0.002017,0.014182,0.00685,218.71,0,0,0,0,1,0,0,-38.91,-5.18,38.94,4.66,0,0,0,0
10512,10504,0.005869,0.03542,0.00591,186.12,0,0,0,0,1,0,0,-8.62,-22.34,8.65,21.9,0,0,0,0
10504,10729,0.001381,0.009165,0.00354,259.97,0,0,0,0,1,0,0,-110.72,-41.75,110.9,42.56,0,0,0,0
10926,10505,0.003913,0.031022,0.01026,218.02,0,0,0,0,1,0,0,37,-10.65,-36.95,10,0,0,0,0
10506,10507,0.000299,0.00106,0,0,0,0,0,0,1,0,0,25.74,1.85,-25.74,-1.84,0,0,0,0
10506,10525,0.018822,0.101135,0.09322,237.64,0,0,0,0,1,0,0,-65.33,13.4,66.15,-18.77,0,0,0,0
10926,10506,0.001718,0.009285,0.00252,220.32,0,0,0,0,1,0,0,-39.56,15.14,39.59,-15.25,0,0,0,0
10508,10509,0.000294,0.001069,0,0,0,0,0,0,1,0,0,31.19,5.14,-31.18,-5.13,0,0,0,0
10508,10510,0.000258,0.00114,0,0,0,0,0,0,1,0,0,-31.19,-5.14,31.19,5.15,0,0,0,0
10508,10511,0.00024,0.001003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10510,10926,0.003364,0.018338,0.00735,209.48,0,0,0,0,1,0,0,-25.81,6.4,25.83,-7.05,0,0,0,0
10512,10513,0.000233,0.001144,0,0,0,0,0,0,1,0,0,15.83,2.52,-15.83,-2.52,0,0,0,0
10516,10512,0.003013,0.017911,0.01096,225.3,0,0,0,0,1,0,0,46.22,-15.93,-46.15,15.17,0,0,0,0
10516,10514,0.009785,0.058311,0.01689,233.73,0,0,0,0,1,0,0,-58.19,14.53,58.53,-14.31,0,0,0,0
10514,10518,0.012161,0.078136,0.02706,245.73,0,0,0,0,1,0,0,-79.59,6.12,80.33,-4.24,0,0,0,0
10515,10538,0.01203,0.087579,0.18527,271.66,0,0,0,0,1,0,0,-146.19,2.99,148.68,-4.47,0,0,0,0
10515,10801,0.003452,0.0187,0.00899,260.02,0,0,0,0,1,0,0,110.24,-10.78,-109.84,12.05,0,0,0,0
10517,13380,0.009537,0.047967,0.01919,188.17,0,0,0,0,1,0,0,-12.3,-5.68,12.32,3.74,0,0,0,0
13401,10517,0.020902,0.126936,0.02524,192.03,0,0,0,0,1,0,0,11.08,8.92,-11.04,-11.33,0,0,0,0
10518,10556,0.016417,0.115579,0.10895,248.7,0,0,0,0,1,0,0,-85.44,3.62,86.58,-7.28,0,0,0,0
10531,10519,0.014087,0.089439,0.04168,197.19,0,0,0,0,1,0,0,15,-7.16,-14.97,3.07,0,0,0,0
10519,10967,0.021384,0.125796,0.0173,171.91,0,0,0,0,1,0,0,2.32,-5.1,-2.31,3.33,0,0,0,0
10520,10521,0.000299,0.001146,0,0,0,0,0,0,1,0,0,8.11,1.22,-8.11,-1.22,0,0,0,0
10520,10522,0.00024,0.001136,0,0,0,0,0,0,1,0,0,-8.11,-1.22,8.11,1.22,0,0,0,0
13401,10522,0.002299,0.013898,0.00486,256.77,0,0,0,0,1,0,0,-106.38,16.24,106.63,-15.27,0,0,0,0
10522,13517,0.013508,0.061315,0.08029,261.54,0,0,0,0,1,0,0,-114.75,14.05,116.44,-15.1,0,0,0,0
10523,10527,0.016634,0.0751,0.03777,226.46,0,0,0,0,1,0,0,-54.67,-5.44,55.16,3.7,0,0,0,0
10523,10967,0.014742,0.125682,0.03298,198.54,0,0,0,0,1,0,0,19.83,-10.89,-19.76,8.06,0,0,0,0
10698,10524,0.014089,0.056644,0.01662,257.98,0,0,0,0,1,0,0,109.78,-6.62,-108.21,11.16,0,0,0,0
10524,10952,0.016597,0.123028,0.12925,248.53,0,0,0,0,1,0,0,84.86,-14.71,-83.73,9.4,0,0,0,0
10525,10538,0.015697,0.098026,0.04878,249.68,0,0,0,0,1,0,0,-87.25,2.2,88.4,-0.2,0,0,0,0
10526,10705,0.003608,0.022023,0.01166,191.67,0,0,0,0,1,0,0,-11.17,-2.76,11.18,1.52,0,0,0,0
13498,10526,0.00605,0.032238,0.03855,179.1,0,0,0,0,1,0,0,5.93,-2.15,-5.92,-2.03,0,0,0,0
10527,10528,0.000201,0.001055,0,0,0,0,0,0,1,0,0,5.59,0.92,-5.59,-0.92,0,0,0,0
10527,10566,0.013124,0.068178,0.11441,230.66,0,0,0,0,1,0,0,-60.75,-4.62,61.21,-5.13,0,0,0,0
10529,10535,0.006377,0.033972,0.02236,202.44,0,0,0,0,1,0,0,19.01,-18.22,-18.97,16.07,0,0,0,0
10529,10745,0.020381,0.116457,0.04706,241.67,0,0,0,0,1,0,0,-71.71,5.31,72.71,-4.55,0,0,0,0
10531,10530,0.008669,0.046154,0.01669,230.97,0,0,0,0,1,0,0,-55.74,-3.88,56,3.54,0,0,0,0
10535,10530,0.00464,0.028753,0.03393,249.58,0,0,0,0,1,0,0,88.4,14.68,-88.05,-16.06,0,0,0,0
10530,10542,0.005705,0.032625,0.03681,193.11,0,0,0,0,1,0,0,-10.24,3.62,10.24,-7.42,0,0,0,0
10532,10533,0.000242,0.001012,0,0,0,0,0,0,1,0,0,55.59,19.68,-55.59,-19.65,0,0,0,0
10535,10532,0.003492,0.023358,0.01297,228.47,0,0,0,0,1,0,0,50.19,24.63,-50.08,-25.31,0,0,0,0
10536,10532,0.003602,0.024563,0.00993,180.15,0,0,0,0,1,0,0,5.51,-6.65,-5.51,5.63,0,0,0,0
10535,10534,0.00078,0.040684,0,462.35,0,0,1.03125,0,1,0,0,-175.2,-71.57,175.48,86.17,0,0,0,0
10534,10681,0.001145,0.013347,0.3985,1167.28,0,0,0,0,1,0,0,-175.48,-86.17,175.86,47.66,0,0,0,0
10536,10557,0.008326,0.054528,0.04191,221.46,0,0,0,0,1,0,0,-41.93,-1.48,42.07,-1.99,0,0,0,0
10537,10538,0.000209,0.001078,0,0,0,0,0,0,1,0,0,-20.01,-7.26,20.01,7.27,0,0,0,0
10537,10539,0.000276,0.001163,0,0,0,0,0,0,1,0,0,20.01,7.26,-20.01,-7.26,0,0,0,0
10709,10538,0.006305,0.03159,0.0187,281.93,0,0,0,0,1,0,0,86.13,1.02,-85.7,-0.87,0,0,0,0
10709,10538,0.006305,0.03159,0.0187,281.93,0,0,0,0,1,0,0,86.13,1.02,-85.7,-0.87,0,0,0,0
10709,10538,0.006305,0.03159,0.0187,281.93,0,0,0,0,1,0,0,86.13,1.02,-85.7,-0.87,0,0,0,0
10541,10540,0.004196,0.024454,0.00907,228.74,0,0,0,0,1,0,0,50.84,3.6,-50.74,-3.96,0,0,0,0
10540,10544,0.008263,0.042611,0.04381,197.75,0,0,0,0,1,0,0,14.45,0.8,-14.44,-5.32,0,0,0,0
10980,10541,0.00825,0.039767,0.01962,250.19,0,0,0,0,1,0,0,90.44,11,-89.81,-10.06,0,0,0,0
10542,10544,0.004036,0.024641,0.0061,225.99,0,0,0,0,1,0,0,-46.45,-9.74,46.53,9.63,0,0,0,0
10543,10544,0.00022,0.001096,0,0,0,0,0,0,1,0,0,-36.2,-6.38,36.21,6.39,0,0,0,0
10543,10545,0.000267,0.001098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10544,10569,0.011765,0.065112,0.13422,239.53,0,0,0,0,1,0,0,-68.3,-10.7,68.83,-0.65,0,0,0,0
