BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
20233,1,42,12.8,0,0,3,1.0130384,-64.489129,138,1,1.1,0.9,21.48,0.12,0,0
20234,1,0,0,0,0,3,1.0132576,-64.466916,138,1,1.1,0.9,21.48,0.12,0,0
20235,1,0,0,0,0,3,1.0130384,-64.489129,138,1,1.1,0.9,21.48,0.12,0,0
20236,1,28.4,9.06,0,0,3,1.0262434,-64.789287,138,1,1.1,0.9,21.51,0.01,0,0
20237,1,27.35,5.39,0,0,3,1.0083074,-65.138208,138,1,1.1,0.9,21.54,0.15,0,0
20238,1,20.44,7.34,0,0,3,1.0230171,-58.446588,138,1,1.1,0.9,20.97,0.1,0,0
20239,1,13.95,5.07,0,0,3,1.0120122,-64.358921,138,1,1.1,0.9,21.47,0.14,0,0
20240,1,38.63,6.18,0,118.5,3,1.035282,-65.231417,138,1,1.1,0.9,21.58,-0.07,0,0
20241,1,0,0,0,0,3,1.015344,-63.364035,138,1,1.1,0.9,21.38,0.12,0,0
20242,1,22.4,7.13,0,0,3,1.0152091,-63.376916,138,1,1.1,0.9,21.39,0.12,0,0
20243,1,0,0,0,-78,3,1.0201296,-60.739769,345,1,1.1,0.9,21.3,0.12,0,0
20244,1,0,0,0,0,3,1.005564,-64.763844,138,1,1.1,0.9,21.45,0.17,0,0
20245,1,64.96,21.08,0,0,3,0.9735955,-72.006303,13.2,1,1.1,0.9,21.67,0.24,0,0
20246,1,0,0,0,0,3,1.0095096,-66.801503,1,1,1.1,0.9,21.55,0.19,0,0
20247,1,0,0,0,0,3,1.0218856,-60.629462,345,1,1.1,0.9,21.27,0.1,0,0
20248,1,64.96,9.81,0,0,3,1.0158026,-64.496957,138,1,1.1,0.9,21.43,0.11,0,0
20249,1,22.68,4.98,0,0,3,1.0136643,-60.338049,138,1,1.1,0.9,21.17,0.14,0,0
20250,1,35.53,14.6,0,0,3,1.0134357,-60.357689,138,1,1.1,0.9,21.17,0.14,0,0
20251,1,39.77,9.24,0,0,3,1.0129083,-63.691078,138,1,1.1,0.9,21.43,0.13,0,0
20252,1,52.17,10.66,0,0,3,1.0132848,-63.574246,138,1,1.1,0.9,21.43,0.12,0,0
20253,1,43.51,15.43,0,0,3,1.0165199,-63.431883,138,1,1.1,0.9,21.37,0.12,0,0
20254,1,34.92,5.85,0,0,3,1.0177814,-63.243352,138,1,1.1,0.9,21.34,0.11,0,0
20255,1,0,0,0,0,3,1.0435726,-55.818764,138,1,1.1,0.9,20.95,0.06,0,0
20256,1,13.7,5.66,0,0,3,1.0434819,-55.82594,138,1,1.1,0.9,20.95,0.06,0,0
20257,1,22.68,4.9,0,0,3,1.0129264,-60.135009,138,1,1.1,0.9,21.17,0.15,0,0
20258,1,0,0,0,0,3,1.0134418,-63.996781,138,1,1.1,0.9,21.44,0.13,0,0
20259,1,26.2,11.28,0,0,3,1.0132626,-64.010598,138,1,1.1,0.9,21.44,0.13,0,0
20260,1,26.2,4.39,0,0,3,1.0153332,-63.580118,138,1,1.1,0.9,21.42,0.13,0,0
20261,1,32.11,14.85,0,0,3,1.013604,-59.931117,138,1,1.1,0.9,21.14,0.15,0,0
20262,1,0,0,0,0,3,1.0447491,-56.071001,138,1,1.1,0.9,20.9,0.07,0,0
20263,1,12.73,1.46,0,0,3,1.0446985,-56.077952,138,1,1.1,0.9,20.9,0.07,0,0
20264,1,17.51,1.49,0,0,3,1.0209746,-61.597748,138,1,1.1,0.9,21.26,0.09,0,0
20265,1,10.94,2.71,0,0,3,1.0238573,-60.840705,138,1,1.1,0.9,21.17,0.08,0,0
20266,1,49.19,3.83,0,0,3,1.0285129,-62.559218,138,1,1.1,0.9,21.28,0.06,0,0
20267,1,0,0,0,0,3,1.0309989,-64.108104,138,1,1.1,0.9,21.43,0.06,0,0
20268,1,54.78,2.72,0,0,3,1.0308224,-64.137855,138,1,1.1,0.9,21.44,0.06,0,0
20269,1,0,0,0,0,3,1.040677,-54.470735,138,1,1.1,0.9,20.94,0.06,0,0
20270,1,43.16,2.53,0,0,3,1.0405357,-54.496076,138,1,1.1,0.9,20.95,0.06,0,0
20271,1,15.83,2.79,0,0,3,1.0389016,-47.61301,138,1,1.1,0.9,20.73,0.02,0,0
20272,1,17.9,5.83,0,0,3,1.0371241,-60.198486,138,1,1.1,0.9,20.97,0.02,0,0
20273,1,0,0,0,0,3,1.0420698,-55.185827,138,1,1.1,0.9,20.97,0.05,0,0
20274,1,5.8,0.94,0,0,3,1.0420457,-55.188935,138,1,1.1,0.9,20.97,0.05,0,0
20275,1,0,0,0,0,3,1.0446399,-58.534187,138,1,1.1,0.9,21.22,0.07,0,0
20276,1,19.41,10.06,0,0,3,1.0294926,-59.974106,13.8,1,1.1,0.9,21.26,0.09,0,0
20277,1,0,0,0,0,3,1.0439141,-58.600861,13.8,1,1.1,0.9,21.22,0.07,0,0
20278,1,0,0,0,0,3,1.0439141,-58.600861,1,1,1.1,0.9,21.22,0.07,0,0
20279,1,55.51,12.63,0,0,3,1.0110252,-62.426345,138,1,1.1,0.9,21.4,0.12,0,0
20280,1,26.81,5.01,0,0,3,1.0313749,-62.211409,138,1,1.1,0.9,21.36,-0,0,0
20281,1,0,0,0,0,3,1.0314869,-62.059217,138,1,1.1,0.9,21.34,0,0,0
20282,1,27.3,3.76,0,0,3,1.031371,-62.075574,138,1,1.1,0.9,21.34,0,0,0
20283,2,0,0,0,0,3,1.04,-57.772611,345,1,1.1,0.9,20.9,0,0,0
20284,2,0,0,0,0,3,1.0413661,-58.5538,138,1,1.1,0.9,20.86,0,0,0
20285,1,0,0,0,0,3,1.04228,-59.022215,13.8,1,1.1,0.9,20.83,0,0,0
20286,1,0,0,0,0,3,1.04228,-59.022215,1,1,1.1,0.9,20.83,0,0,0
20287,1,7.56,3.18,0,0,3,1.0399433,-57.776695,345,1,1.1,0.9,20.9,0,0,0
20288,2,0,0,0,0,3,1.0212018,-60.771513,345,1,1.1,0.9,21.27,0.09,0,0
20289,1,0,0,0,0,3,1.0232401,-65.083451,138,1,1.1,0.9,21.42,0.07,0,0
20290,1,0,0,0,0,3,1.0225082,-60.694439,345,1,1.1,0.9,21.26,0.08,0,0
20291,1,0,0,0,-491.5,3,1.013867,-48.617706,345,1,1.1,0.9,20.54,0.18,0,0
20292,1,1.92,0.26,0,0,3,1.0266492,-48.575609,138,1,1.1,0.9,20.49,0.14,0,0
20293,2,0,0,0,0,3,1.0082049,-47.864885,20,1,1.1,0.9,20.53,0.17,0,0
20294,1,0,0,0,0,3,1.0432429,-53.887976,138,1,1.1,0.9,20.6,0.06,0,0
20295,2,0,0,0,0,3,0.9977226,-50.376351,13.8,1,1.1,0.9,20.49,0.01,0,0
20296,1,0,0,0,-346,3,1.02606,-56.339883,765,1,1.1,0.9,21.01,0,0,0
20297,1,0,0,0,0,3,1.0326333,-57.030377,345,1,1.1,0.9,21,0.02,0,0
20298,1,2.73,1.2,0,0,3,1.0328804,-59.446426,138,1,1.1,0.9,20.94,0.03,0,0
20299,2,0,0,0,0,3,1.030589,-55.181508,24,1,1.1,0.9,21,0,0,0
20300,2,0,0,0,0,3,1.0294763,-55.470852,18,1,1.1,0.9,21,0,0,0
20301,2,0,0,0,0,3,1.0292837,-55.522732,22,1,1.1,0.9,21,0,0,0
20302,2,0,0,0,0,3,1.0278764,-56.146802,13.8,1,1.1,0.9,21.01,0,0,0
20303,1,1.07,0.12,0,0,3,1.0268301,-56.715286,765,1,1.1,0.9,21.07,-0.02,0,0
20304,2,0,0,0,0,3,1.025092,-63.546842,138,1,1.1,0.9,21.14,0.14,0,0
20305,1,0,0,0,0,3,1.0210904,-63.66929,138,1,1.1,0.9,21.15,0.17,0,0
20306,2,0,0,0,0,3,1.0212797,-59.794366,13.8,1,1.1,0.9,21.03,0.18,0,0
20307,2,0,0,0,0,3,1.0216355,-61.739851,13.8,1,1.1,0.9,21.1,0.17,0,0
20308,1,0,0,0,-280,3,1.0291532,-57.418675,765,1,1.1,0.9,21.08,0.08,0,0
20309,1,0,0,0,0,3,1.028912,-59.356063,345,1,1.1,0.9,21.14,0.08,0,0
20310,1,14.62,1.87,0,0,3,1.0288734,-61.44075,138,1,1.1,0.9,21.18,0.07,0,0
20311,1,0,0,0,0,3,1.0299198,-61.382973,13.8,1,1.1,0.9,21.21,0.08,0,0
20312,1,0,0,0,0,3,1.0299198,-61.382973,1,1,1.1,0.9,21.21,0.08,0,0
20313,2,0,0,0,0,3,1.0291532,-57.418675,13.8,1,1.1,0.9,21.08,0.08,0,0
20314,2,0,0,0,0,3,1.0199156,-56.972912,22,1,1.1,0.9,21.08,0.08,0,0
20315,2,0,0,0,0,3,0.9645604,-57.731409,13.2,1,1.1,0.9,21.08,0.08,0,0
20316,1,0,0,0,-720,3,1.0377149,-46.021941,765,1,1.1,0.9,20.52,0.21,0,0
20317,1,0,0,0,0,3,1.0245888,-47.980196,345,1,1.1,0.9,20.49,0.16,0,0
20318,1,0,0,0,0,3,1.0353868,-47.569855,138,1,1.1,0.9,20.46,0.16,0,0
20319,2,0,0,0,0,3,1.0373766,-45.745677,13.2,1,1.1,0.9,20.52,0.21,0,0
20320,2,0,0,0,0,3,1.0374105,-45.658219,20,1,1.1,0.9,20.52,0.21,0,0
20321,1,0.39,0.08,0,0,3,1.0481841,-45.993164,765,1,1.1,0.9,20.52,0.15,0,0
20322,1,0.31,0.14,0,0,3,1.021729,-48.17431,345,1,1.1,0.9,20.53,0.17,0,0
20323,2,13.5,5.71,0,0,3,1.0289523,-47.809553,138,1,1.1,0.9,20.39,0.14,0,0
20324,1,0,0,0,0,3,1.0244017,-53.968621,345,1,1.1,0.9,20.77,0.12,0,0
20325,1,0,0,0,0,3,1.0285092,-54.814284,138,1,1.1,0.9,20.73,0.12,0,0
20326,1,0,0,0,0,3,1.027213,-54.553067,13.8,1,1.1,0.9,20.74,0.12,0,0
20327,1,0,0,0,0,3,1.027213,-54.553067,1,1,1.1,0.9,20.74,0.12,0,0
20328,2,0,0,0,0,3,0.9895937,-52.767192,18,1,1.1,0.9,20.75,0.11,0,0
20329,2,0,0,0,0,3,0.9901881,-53.56016,18,1,1.1,0.9,20.76,0.12,0,0
20330,2,0,0,0,0,3,1.0328578,-54.676883,138,1,1.1,0.9,20.69,0.11,0,0
20331,1,0,0,0,0,3,1.020291,-61.768678,138,1,1.1,0.9,21.18,0.11,0,0
20332,2,0,0,0,0,3,1.0105488,-57.125046,18,1,1.1,0.9,21.04,0.14,0,0
20333,1,1.37,0.3,0,0,3,1.0202847,-61.769521,138,1,1.1,0.9,21.18,0.11,0,0
20334,1,0,0,0,0,3,1.020284,-61.805764,138,1,1.1,0.9,21.18,0.11,0,0
20335,2,0,0,0,0,3,1.0375623,-58.025533,345,1,1.1,0.9,20.94,-0.01,0,0
20336,2,0,0,0,0,3,1.0415706,-58.844253,138,1,1.1,0.9,20.9,-0,0,0
20337,1,0,0,0,0,3,1.0415402,-58.838229,13.8,1,1.1,0.9,20.9,-0,0,0
20338,1,0,0,0,0,3,1.0415402,-58.838229,1,1,1.1,0.9,20.9,-0,0,0
20339,2,0,0,0,0,3,1.0221197,-60.346266,345,1,1.1,0.9,21.24,0.09,0,0
20340,1,0,0,0,0,3,1.0146412,-64.121765,138,1,1.1,0.9,21.4,0.12,0,0
20341,1,0,0,0,0,3,1.0131346,-65.392261,13.8,1,1.1,0.9,21.45,0.13,0,0
20342,1,0,0,0,0,3,1.0131346,-65.392261,1,1,1.1,0.9,21.45,0.13,0,0
20343,1,0,0,0,0,3,1.0164892,-63.544178,138,1,1.1,0.9,21.39,0.11,0,0
20344,2,0,0,0,0,3,1.0249169,-60.901349,13.8,1,1.1,0.9,21.31,0.08,0,0
20345,2,0,0,0,0,3,1.0164892,-63.544178,20,1,1.1,0.9,21.39,0.11,0,0
20346,1,2.48,0.76,0,0,3,1.0163384,-63.556437,138,1,1.1,0.9,21.39,0.11,0,0
20347,2,0,0,0,0,3,1.04,-59.440627,138,1,1.1,0.9,20.92,0,0,0
20348,1,0,0,0,0,3,1.0179997,-52.050538,138,1,1.1,0.9,20.71,0.12,0,0
20349,2,0,0,0,0,3,0.9874753,-48.76036,13.8,1,1.1,0.9,20.62,0.12,0,0
20350,2,0,0,0,0,3,0.9929612,-48.649798,13.8,1,1.1,0.9,20.63,0.12,0,0
20351,2,0,0,0,0,3,1.0196388,-49.70228,345,1,1.1,0.9,20.55,0.11,0,0
20352,1,3.89,0.19,0,0,3,1.0208667,-50.050231,138,1,1.1,0.9,20.55,0.09,0,0
20353,2,0,0,0,0,3,1.0283986,-48.09511,138,1,1.1,0.9,20.4,0.14,0,0
20354,1,0,0,0,0,3,1.0282798,-48.143484,138,1,1.1,0.9,20.41,0.14,0,0
20355,2,0,0,0,0,3,1.0193992,-60.772566,345,1,1.1,0.9,21.24,0.06,0,0
20356,2,27.2,13.24,0,0,3,1.0215218,-65.69121,138,1,1.1,0.9,21.44,0.04,0,0
20357,2,0,0,0,0,3,1.0320405,-54.483113,138,1,1.1,0.9,20.67,0.11,0,0
20358,1,2.93,0.27,0,0,3,1.0433818,-54.826007,138,1,1.1,0.9,20.94,0.04,0,0
20359,2,0,0,0,0,3,1.0433818,-54.826007,18,1,1.1,0.9,20.94,0.04,0,0
20360,1,0,0,0,0,3,1.0433901,-54.82449,138,1,1.1,0.9,20.94,0.04,0,0
20361,1,0,0,0,0,3,1.020358,-62.952005,345,1,1.1,0.9,21.25,0.02,0,0
20362,1,0,0,0,0,3,1.0225849,-65.361898,138,1,1.1,0.9,21.3,0.01,0,0
20363,2,0,0,0,0,3,1.020358,-62.952005,13.8,1,1.1,0.9,21.25,0.02,0,0
20364,1,0,0,0,0,3,1.0210723,-62.875273,345,1,1.1,0.9,21.24,0.01,0,0
20365,1,0,0,0,-122,3,1.0172903,-48.938894,345,1,1.1,0.9,20.56,0.16,0,0
20366,1,1.13,0.54,0,0,3,1.0493681,-48.297445,138,1,1.1,0.9,20.55,0.12,0,0
20367,2,0,0,0,0,3,1.0118245,-48.120302,20,1,1.1,0.9,20.54,0.16,0,0
20368,2,0,0,0,0,3,1.0125496,-48.069848,13.8,1,1.1,0.9,20.54,0.16,0,0
20369,2,0,0,0,0,3,1.0091548,-48.388252,18,1,1.1,0.9,20.55,0.16,0,0
20370,2,0,0,0,0,3,1.02606,-45.5321,20,1,1.1,0.9,20.49,0,0,0
20371,2,0,0,0,0,3,1.0291762,-47.372812,13.8,1,1.1,0.9,20.52,0.12,0,0
20372,2,0,0,0,0,3,1.0310932,-59.623651,138,1,1.1,0.9,21.02,0.05,0,0
20373,1,14.03,2.77,0,0,3,1.030716,-59.651706,138,1,1.1,0.9,21.03,0.06,0,0
20374,1,0,0,0,-448,3,1.0073052,-54.176112,345,1,1.1,0.9,20.78,0.19,0,0
20375,1,0,0,0,0,3,1.036425,-54.679964,138,1,1.1,0.9,20.72,0.09,0,0
20376,2,0,0,0,0,3,1.0073052,-54.176112,18,1,1.1,0.9,20.78,0.19,0,0
20377,2,0,0,0,0,3,1.0131056,-53.34795,13.8,1,1.1,0.9,20.77,0.18,0,0
20378,1,0.08,0.03,0,0,3,1.011036,-54.245013,345,1,1.1,0.9,20.79,0.15,0,0
20379,2,0,0,0,0,3,1.0297462,-55.101084,345,1,1.1,0.9,20.84,0.1,0,0
20380,1,2.59,0.35,0,0,3,1.0320225,-55.501211,138,1,1.1,0.9,20.78,0.1,0,0
20381,1,0,0,0,0,3,1.0294739,-55.150006,345,1,1.1,0.9,20.85,0.1,0,0
20382,1,5.38,0.96,0,0,3,1.0309949,-58.173449,138,1,1.1,0.9,20.94,0.1,0,0
20383,2,0,0,0,0,3,1.040776,-54.666089,13.8,1,1.1,0.9,20.86,0.11,0,0
20384,2,0,0,0,0,3,1.0154769,-55.495988,18,1,1.1,0.9,20.87,0.11,0,0
20385,2,0.1,0.05,0,0,3,1.0368564,-54.665821,138,1,1.1,0.9,20.72,0.09,0,0
20386,1,0.22,0.03,0,0,3,1.0365767,-54.687133,138,1,1.1,0.9,20.72,0.09,0,0
20387,1,0,0,0,-1322,3,1.034788,-48.667755,765,1,1.1,0.9,20.63,0.15,0,0
20388,1,0,0,0,0,3,1.0245277,-49.686509,345,1,1.1,0.9,20.6,0.13,0,0
20389,1,2.83,0.42,0,0,3,1.0242886,-50.890013,138,1,1.1,0.9,20.58,0.1,0,0
20390,2,0,0,0,0,3,1.0278596,-48.293015,13.8,1,1.1,0.9,20.63,0.15,0,0
20391,2,0,0,0,0,3,1.0280242,-48.334216,13.8,1,1.1,0.9,20.63,0.15,0,0
20392,2,0,0,0,0,3,1.0280083,-48.380886,24,1,1.1,0.9,20.63,0.15,0,0
20393,2,0,0,0,0,3,1.0280246,-48.201395,13.8,1,1.1,0.9,20.62,0.15,0,0
20394,2,0,0,0,0,3,1.034788,-48.667755,13.8,1,1.1,0.9,20.63,0.15,0,0
20395,2,0,0,0,0,3,1.034788,-48.667755,13.8,1,1.1,0.9,20.63,0.15,0,0
20396,2,0,0,0,0,3,1.0263576,-60.206278,345,1,1.1,0.9,21.23,0.09,0,0
20397,2,0,0,0,0,3,1.0201237,-63.978813,138,1,1.1,0.9,21.37,0.09,0,0
20398,1,0,0,0,0,3,1.0193595,-64.801616,13.8,1,1.1,0.9,21.39,0.09,0,0
20399,1,0,0,0,0,3,1.0193595,-64.801616,1,1,1.1,0.9,21.39,0.09,0,0
20400,1,0,0,0,0,3,1.0248087,-60.919702,345,1,1.1,0.9,21.25,0.07,0,0
20401,2,0,0,0,0,3,1.0198003,-63.202315,138,1,1.1,0.9,21.27,0.08,0,0
20402,1,0,0,0,0,3,1.0182112,-64.148322,22,1,1.1,0.9,21.27,0.09,0,0
20403,1,0,0,0,0,3,1.0182112,-64.148322,1,1,1.1,0.9,21.27,0.09,0,0
20404,1,0,0,0,0,3,1.025509,-60.803687,345,1,1.1,0.9,21.23,0.06,0,0
20405,1,0,0,0,0,3,1.0391768,-59.76724,138,1,1.1,0.9,20.96,0,0,0
20406,2,0,0,0,0,3,1.01981,-59.253643,13.8,1,1.1,0.9,20.95,0,0,0
20407,2,0,0,0,0,3,1.0191254,-58.39295,13.8,1,1.1,0.9,20.93,0.01,0,0
20408,1,0,0,0,0,3,1.0201106,-59.841148,1,1,1.1,0.9,20.97,0,0,0
20409,1,0,0,0,0,3,1.0391336,-59.785114,138,1,1.1,0.9,20.97,0,0,0
20410,2,0,0,0,0,3,1.0358622,-57.584632,345,1,1.1,0.9,20.94,0.04,0,0
20411,1,1.19,0.34,0,0,3,1.0295809,-59.280771,138,1,1.1,0.9,20.96,0.06,0,0
20412,2,0,0,0,0,3,1.0367128,-57.483626,20,1,1.1,0.9,20.93,0.04,0,0
20413,2,0,0,0,0,3,1.0367681,-57.46174,20,1,1.1,0.9,20.93,0.04,0,0
20414,1,0,0,0,0,3,1.0358627,-57.58652,1,1,1.1,0.9,20.93,0.04,0,0
20415,2,0,0,0,0,3,1.0143259,-45.956636,345,1,1.1,0.9,20.6,0.11,0,0
20416,2,0,0,0,0,3,1.0192,-46.171486,138,1,1.1,0.9,20.58,0,0,0
20417,1,4.07,1.13,0,0,3,1.0143026,-45.958976,345,1,1.1,0.9,20.6,0.11,0,0
20418,2,0,0,0,0,3,1.0382196,-57.725327,345,1,1.1,0.9,20.92,0.01,0,0
20419,1,0,0,0,0,3,1.0351415,-58.641748,138,1,1.1,0.9,20.91,0.03,0,0
20420,1,0,0,0,0,3,1.0321465,-59.626863,18,1,1.1,0.9,20.9,0.04,0,0
20421,1,0,0,0,0,3,1.0321465,-59.626863,1,1,1.1,0.9,20.9,0.04,0,0
20422,1,0,0,0,0,3,1.0382927,-57.753787,345,1,1.1,0.9,20.92,0.01,0,0
20423,1,0,0,0,-660,3,1.0268208,-55.691679,765,1,1.1,0.9,20.99,0.08,0,0
20424,1,0,0,0,0,3,1.0264654,-58.663381,345,1,1.1,0.9,21.05,0.09,0,0
20425,1,0,0,0,0,3,1.0205796,-61.808031,138,1,1.1,0.9,21.18,0.11,0,0
20426,1,0,0,0,0,3,1.026357,-58.284393,13.8,1,1.1,0.9,21.04,0.09,0,0
20427,1,0,0,0,0,3,1.026357,-58.284393,1,1,1.1,0.9,21.04,0.09,0,0
20428,2,0,0,0,0,3,1.0268208,-55.691679,13.8,1,1.1,0.9,20.99,0.08,0,0
20429,2,0,0,0,0,3,1.0181992,-54.543873,13.8,1,1.1,0.9,20.98,0.08,0,0
20430,2,0,0,0,0,3,1.0195889,-55.221582,13.8,1,1.1,0.9,20.99,0.08,0,0
20431,1,0,0,0,0,3,1.0263065,-58.951615,345,1,1.1,0.9,21.09,0.08,0,0
20432,2,0,0,0,0,3,1.032808,-57.925878,138,1,1.1,0.9,22.25,0.09,0,0
20433,1,0,0,0,27,3,1.0326687,-57.960903,138,1,1.1,0.9,22.25,0.09,0,0
20434,1,1.77,0.34,0,0,3,1.0238345,-59.874696,138,1,1.1,0.9,21.07,0.09,0,0
20435,2,0,0,0,0,3,1.0099008,-58.957969,13.8,1,1.1,0.9,21.05,0.07,0,0
20436,1,0,0,0,-1054,3,1.0259214,-54.067172,765,1,1.1,0.9,20.94,0.11,0,0
20437,1,0,0,0,0,3,1.0298597,-56.071096,345,1,1.1,0.9,20.91,0.09,0,0
20438,1,0,0,0,0,3,1.025876,-58.689121,138,1,1.1,0.9,20.94,0.11,0,0
20439,2,0,0,0,0,3,0.9943235,-53.485775,18,1,1.1,0.9,20.93,0.11,0,0
20440,2,0,0,0,0,3,1.0259214,-54.067172,13.8,1,1.1,0.9,20.94,0.11,0,0
20441,2,0,0,0,0,3,1.0259214,-54.067172,13.8,1,1.1,0.9,20.94,0.11,0,0
20442,2,0,0,0,0,3,0.9944978,-53.582707,13.8,1,1.1,0.9,20.93,0.11,0,0
20443,2,0,0,0,0,3,0.988031,-53.034362,13.8,1,1.1,0.9,20.92,0.11,0,0
20444,2,0,0,0,0,3,1.0259214,-54.067172,13.8,1,1.1,0.9,20.94,0.11,0,0
20445,2,0,0,0,0,3,1.0360583,-55.780654,13.8,1,1.1,0.9,20.91,0.09,0,0
20446,1,0,0,0,0,3,1.025547,-63.444761,138,1,1.1,0.9,21.12,0.14,0,0
20447,2,0,0,0,0,3,1.0072858,-60.749061,13.8,1,1.1,0.9,21.03,0.15,0,0
20448,2,0,0,0,0,3,1.0069666,-59.978948,13.8,1,1.1,0.9,21.01,0.15,0,0
20449,2,0,0,0,0,3,1.0075199,-62.283958,18,1,1.1,0.9,21.07,0.15,0,0
20450,2,0,0,0,0,3,1.0226265,-63.601362,138,1,1.1,0.9,21.15,0.16,0,0
20451,1,9.07,1.35,0,0,3,1.0225928,-63.607035,138,1,1.1,0.9,21.15,0.16,0,0
20452,1,0,0,0,0,3,1.0283106,-59.060472,345,1,1.1,0.9,21.08,0.07,0,0
20453,2,0,0,0,0,3,1.0313682,-59.355397,138,1,1.1,0.9,21.05,0.07,0,0
20454,2,0,0,0,0,3,1.0265983,-60.27545,138,1,1.1,0.9,21.04,0.08,0,0
20455,1,0,0,0,0,3,1.0308204,-59.789035,138,1,1.1,0.9,21.08,0.07,0,0
20456,2,0,0,0,0,3,1.075402,-53.16449,18,1,1.1,0.9,20.93,0.02,0,0
20457,1,0,0,0,0,3,1.0305096,-59.813346,138,1,1.1,0.9,21.08,0.07,0,0
20458,1,0,0,0,0,3,1.0308204,-59.789035,138,1,1.1,0.9,21.08,0.07,0,0
20459,1,0,0,0,0,3,1.0317706,-59.315396,138,1,1.1,0.9,21.04,0.07,0,0
20460,2,0,0,0,0,3,1.0544049,-56.95001,13.8,1,1.1,0.9,20.98,0.04,0,0
20461,1,0,0,0,0,3,1.0314469,-59.339008,138,1,1.1,0.9,21.05,0.07,0,0
20462,2,1.08,0.19,0,0,3,1.02018,-50.919392,138,1,1.1,0.9,20.62,0,0,0
20463,2,0,0,0,0,3,1.0247941,-63.213954,138,1,1.1,0.9,21.09,0.16,0,0
20464,1,0,0,0,0,3,1.0244588,-63.286589,138,1,1.1,0.9,21.11,0.16,0,0
20465,1,0,0,0,0,3,1.0277446,-57.960417,765,1,1.1,0.9,21.11,0.02,0,0
20466,1,0,0,0,0,3,1.0240406,-60.396865,345,1,1.1,0.9,21.16,0.04,0,0
20467,1,0,0,0,0,3,1.0219402,-63.216105,138,1,1.1,0.9,21.15,0.07,0,0
20468,2,0,0,0,0,3,0.9950892,-57.141661,18,1,1.1,0.9,21.1,0.03,0,0
20469,2,0,0,0,0,3,0.9948285,-57.012242,22,1,1.1,0.9,21.1,0.03,0,0
20470,2,0,0,0,0,3,0.9883512,-56.764244,13.8,1,1.1,0.9,21.09,0.03,0,0
20471,2,0,0,0,0,3,1.031404,-59.336926,138,1,1.1,0.9,21.05,0.07,0,0
20472,2,0,0,0,0,3,1.04,-53.487313,138,1,1.1,0.9,20.61,0,0,0
20473,1,0,0,0,0,3,1.0265838,-63.044559,138,1,1.1,0.9,21.07,0.15,0,0
20474,2,0,0,0,0,3,1.0366482,-56.714758,13.8,1,1.1,0.9,20.9,0.16,0,0
20475,2,0,0,0,0,3,1.0297605,-47.926742,138,1,1.1,0.9,20.43,0.13,0,0
20476,1,0,0,0,-306,3,1.0170683,-49.800724,345,1,1.1,0.9,20.6,0.14,0,0
20477,1,0,0,0,0,3,1.0203623,-50.707338,138,1,1.1,0.9,20.6,0.03,0,0
20478,2,0,0,0,0,3,1.0170683,-49.800724,13.8,1,1.1,0.9,20.6,0.14,0,0
20479,2,0,0,0,0,3,1.015709,-48.800394,13.8,1,1.1,0.9,20.58,0.14,0,0
20480,1,0,0,0,-196,3,1.0161862,-49.862835,345,1,1.1,0.9,20.56,0.13,0,0
20481,1,0,0,0,0,3,1.0193772,-50.682448,138,1,1.1,0.9,20.55,0.14,0,0
20482,2,0,0,0,0,3,0.9826974,-48.779083,13.8,1,1.1,0.9,20.55,0.12,0,0
20483,2,0,0,0,0,3,0.9808771,-48.054329,24,1,1.1,0.9,20.54,0.12,0,0
20484,1,0,0,0,-282,3,1.0314844,-57.91116,765,1,1.1,0.9,21.01,0.09,0,0
20485,1,0,0,0,0,3,1.0341296,-59.32945,345,1,1.1,0.9,21.02,0.1,0,0
20486,1,0,0,0,0,3,1.0280161,-62.995142,138,1,1.1,0.9,21.06,0.14,0,0
20487,2,0,0,0,0,3,1.0314844,-57.91116,13.8,1,1.1,0.9,21.01,0.09,0,0
20488,2,0,0,0,0,3,1.025173,-56.935838,13.8,1,1.1,0.9,21,0.09,0,0
20489,2,0,0,0,0,3,1.0314844,-57.91116,13.8,1,1.1,0.9,21.01,0.09,0,0
20490,2,0,0,0,0,3,1.0251352,-56.989416,13.8,1,1.1,0.9,21,0.09,0,0
20491,2,0,0,0,0,3,1.0251382,-57.510471,13.8,1,1.1,0.9,21.01,0.09,0,0
20492,2,0,0,0,0,3,1.0251638,-57.257361,18,1,1.1,0.9,21.01,0.09,0,0
20493,1,0,0,0,0,3,1.0305566,-59.957313,345,1,1.1,0.9,21.14,0.11,0,0
20494,2,0,0,0,0,3,1.0385017,-47.632701,138,1,1.1,0.9,20.44,0.12,0,0
20495,1,0,0,0,0,3,1.0379624,-47.675327,138,1,1.1,0.9,20.44,0.12,0,0
20496,2,0,0,0,0,3,1.0528293,-56.706892,138,1,1.1,0.9,20.96,0.03,0,0
20497,1,0,0,0,63,3,1.021755,-50.35974,345,1,1.1,0.9,20.61,0.11,0,0
20498,1,0,0,0,0,3,1.02312,-52.215367,138,1,1.1,0.9,20.67,0.01,0,0
20499,2,0,0,0,0,3,0.981787,-50.183106,18,1,1.1,0.9,20.63,0,0,0
